objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
1724,   PLK101079807,181101011964,FARMERS COOP ASSOCIATION,E,C,2017-12-12T00:00:00Z,AA,Hansonville Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,081,PHOTO,-96.375386612,44.54384013600003
1725,   PLK101079823,181101011967,"STENZEL, DON",E,C,2018-01-16T00:00:00Z,AA,Foster Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.734971728,43.66282822000005
1726,   EJK101079859,181101011996,"HUBER, GENE",E,C,2018-01-17T00:00:00Z,AA,Rome Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.983465798,43.502768282000034
1727,   EJK101109576,474101017021,CENTRAL FARM SERVICE,E,C,NA,F,Ellington Twp., , ,NA,NA,N,N,NA,Jared Schmaedeke,(651) 201-6387,039,PHOTO,-92.96585977000001,44.16434813200004
1728,   PLK101079529,181101011898,ORGANIC OASIS FARM,E,C,2018-06-12T00:00:00Z,P,Eureka Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.22949424299998,44.606022852000024
1729,   PLK101079146,181101012071,DIVERSIFIED SPRAYING TURF,E,C,2018-01-05T00:00:00Z,P,Saint Louis Park, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.35197847,44.920541515000025
1730,   PLK101078409,181101012088,"HUGHES, NATHAN",E,C,2018-11-28T00:00:00Z,F,Six Mile Grove Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.74771962399996,45.28176179100001
1731,   PLK101073552,181101010977,WESTERN COOP TRANSPORT,E,C,2018-01-12T00:00:00Z,AA,Sparta Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.69350183,44.91600237900002
1732,   PLK101079876,181101011990,CENTRAL FARM SERVICE,E,C,2018-01-16T00:00:00Z,AA,Truman, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.43885867899996,43.82426486500003
1733,   GCH101080497,80101012155,ALTER RIVER TERMINAL,E,C,2018-10-30T00:00:00Z,F,Saint Paul near river, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.05575140799999,44.92216663900001
1734,   PLK101053415,181101012172,MAGELLAN AMMONIA PIPELINE,E,C,2018-02-16T00:00:00Z,AA,Rome Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.909747659,43.586395138
1735,   PLK101080697,181101012189,LAMB WESTON,E,C,2018-03-13T00:00:00Z,P,Park Rapids, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.05873605699998,46.88458925600003
1736,   PLK101080772,181101012198,CF INDUSTRIES,E,C,2018-03-26T00:00:00Z,AA,Glenwood Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.33661463499999,45.622631453000054
1737,   PLK101080617,181101012177,CENTRAL FARM SERVICE,E,C,2018-03-27T00:00:00Z,AA,Easton, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.89261870499996,43.76508532500003
1738,   PLK101084154,181101013018,PLK101084154,E,C,2018-09-18T00:00:00Z,P,West Newton Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.49882270799998,44.362253048000014
1739,   PLK101084339,181101013045,COMMUNITY LAWN CARE,E,C,2018-08-14T00:00:00Z,PF,Buffalo, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.868155909,45.170794951000005
1740,   PLK101084526,181101013049,"BUCKBEE, JORDAN",E,C,2018-07-17T00:00:00Z,AA,Saint Charles Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.978966851,43.93412691900005
1741,   PLK101084506,181101013047,STAMER,E,C,2018-11-29T00:00:00Z,F,Norway Lake Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.14214954799996,45.34892859300004
1742,   THR101084985,181101013100,SPRING TOUCH LAWN,E,C,2018-08-14T00:00:00Z,P,Mapleton, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.95096698399999,43.93269108800001
1743,   PLK101085400,181101013137,SPRING TOUCH LAWNCARE,E,C,2018-09-21T00:00:00Z,F,Saint Mary Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.56714818299997,44.076914980000026
1744,   EJK101084750,181101013142,UNITED FARMERS COOP,E,C,2018-06-27T00:00:00Z,AA,Lafayette, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.39353683799999,44.449809250000044
1745,   EJK101084640,181101013164,"CHS, INC",E,C,2018-09-18T00:00:00Z,P,Getty Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.90558212999997,45.60006738200002
1746,   PLK101085338,181101013156,SOO LINE,E,C,2018-09-25T00:00:00Z,F,Glenwood Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.35941356799998,45.63958436200005
1747,   GCH101085059,181101013158,CHS DAKOTA PLAINS,E,C,2019-03-27T00:00:00Z,P,Oakport Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.67312805199998,46.91982453300005
1748,   EJK101084561,181101013154,CENTRAL FARM SERVICE,E,C,2018-07-03T00:00:00Z,AA,Holden Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-92.98131170599999,44.31136046
1749,   EJK101083741,181101013143,CENTRA SOTA COOP,E,C,2018-07-03T00:00:00Z,AA,Farming Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.58298935299996,45.58518539000005
1750,   CDP162002589,181101013181,"HENSLIN, CRAIG",E,C,2018-09-21T00:00:00Z,N,Cherry Grove Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-92.79966864400001,44.24716077900001
1751,   PLK101085617,181101013151,"HANSON, JOHN",E,C,2018-09-21T00:00:00Z,P,Ellington Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.93343759199996,44.16776489700004
1752,   EJK101085541,181101013145,WILBUR-ELLIS COMPANY,E,C,2018-12-04T00:00:00Z,P,Aurora Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.14620785799997,43.961112455000034
1753,   PLK101081167,181101013189,"STAMER, MICHAEL",E,C,2019-01-23T00:00:00Z,PF,Saint Johns Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.22416568799997,45.09480720900001
1754,   PLK101083527,181101012933,"STAMER, MICHAEL",E,C,2019-11-13T00:00:00Z,F,Glenwood Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.30457146499998,45.60697744700002
1755,   PLK101086202,181101013195,"CHS, INC.",E,C,2018-08-07T00:00:00Z,P,Saint Charles Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.06906421099995,44.004473580000024
1756,   EJK101086436,181101013222,"CHS, INC.",E,C,2018-09-07T00:00:00Z,AA,Grand Meadow Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.58936678099997,43.70823397000004
1757,   EJK101086367,181101013236,KOCH FERTILIZER,E,C,2018-08-06T00:00:00Z,AA,Vernon Center Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.17446170799997,44.01375486500001
1758,   PLK101079775,181101011951,UNITED FARMERS COOP,E,C,2018-08-06T00:00:00Z,AA,Lake Prairie Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.10422716199997,44.38746505200004
1759,   PLK101085931,181101013243,BREKKEN,E,C,2019-07-30T00:00:00Z,P,Russia Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.578335229,47.658613618000004
1760,   EJK101084095,181101013288,"CHS, INC.",E,C,2018-08-15T00:00:00Z,AA,Haverhill Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.38976200899998,44.03981981200002
1761,   PLK101084450,181101013046,PROGRESSIVE AG CENTER,E,C,2018-08-17T00:00:00Z,AA,Saint Charles, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.071218375,43.96900446000001
1762,   PLK101083575,181101012939,BARTLETT TREE EXPERTS,E,C,2018-08-17T00:00:00Z,F,Plymouth, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.41588545599996,45.026065078000045
1763,   PLK101084180,181101013019,CHS,E,C,2018-08-15T00:00:00Z,AA,Saratoga Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.96270082399997,43.932973957
1764,   PLK101085349,181101013132,TERSTEEG,E,C,2019-11-13T00:00:00Z,F,Lake Lillian Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.88105414299997,44.89328738800003
1765,   EJK101087413,181101013311,"CHS, INC",E,C,2018-09-24T00:00:00Z,AA,Herman, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,051,PHOTO,-96.146535938,45.811309322
1766,   EJK101085537,181101013146,"CHS, INC.",E,C,2018-08-23T00:00:00Z,P,Byron, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.67400008999999,44.03026717200004
1767,   GCH101087610,181101013327,SCOTTS HELICOPTER SERVICE,E,C,2018-10-26T00:00:00Z,P,Whiteface Reservoir, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,137,PHOTO,-91.94902567599996,47.17414043800005
1768,   DCD148000570,181101013350,THALMAN FARMS,E,C,2018-09-17T00:00:00Z,F,Helen Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.03686647,44.730206119
1769,   PLK101083622,181101012940,RD OFFUTT,E,C,2018-09-11T00:00:00Z,P,Todd Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.13726222999998,46.911924758000055
1770,   PLK101083782,181101012953,UNITED FARMERS COOPERATIVE,E,C,2018-09-13T00:00:00Z,F,Washington Lake Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-93.98101384899996,44.71128960000004
1771,   PLK101084077,181101013347,"VIERLING, MICHAEL",E,C,2018-09-13T00:00:00Z,F,Prior Lake, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.41192250799998,44.75216254000003
1772,   PLK101084052,181101013007,CENTRAL REGION COOP,E,C,2018-09-17T00:00:00Z,F,Home Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.63817194,44.31815912000002
1773,   PLK101081308,181101012291,BENSON FARM SERVICE,E,C,2018-04-18T00:00:00Z,P,Utica Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.89781481199998,43.98324721200004
1774,   PLK101086040,181101013251,UNKNOWN,E,C,2018-09-11T00:00:00Z,U,Maple Ridge Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,059,PHOTO,-93.34622435399996,45.672704963
1775,   GCH101083877,181101013003,BAUMGARTNER,E,C,2018-09-17T00:00:00Z,F,Wakefield Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.40796241999999,45.427782259000026
1776,   GCH101083892,181101013001,GLACIAL PLAINS COOPERATIVE,E,C,2018-09-17T00:00:00Z,U,Fairfield Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.89093202599997,45.340561337000054
1777,   PLK101084712,181101013078,BELGRADE COOP,E,C,2018-09-19T00:00:00Z,F,Chippewa Falls Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.255226316,45.52245505600001
1778,   PLK101084723,181101013357,"TYSDAL, KEITH",E,C,2018-12-12T00:00:00Z,P,Fergus Falls, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-96.04941621799998,46.273994302000006
1779,   EJK101084666,181101013074,CHS,E,C,2018-09-18T00:00:00Z,AA,Herman, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,051,PHOTO,-96.14656717399998,45.81134710600003
1780,   GCH101084865,181101013093,"SIK, KELLY",E,C,2018-09-19T00:00:00Z,P,Diamond Lake Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,081,PHOTO,-96.26472537000001,44.34532661000003
1781,   GCH101084860,181101013358,CHS,E,C,2018-09-19T00:00:00Z,AA,Byron, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.66824294499997,44.02946329400004
1782,   GCH101084958,181101013097,BELGRADE COOP,E,C,2018-09-20T00:00:00Z,P,Melrose, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.82261111700001,45.67915440300004
1783,   PLK101085194,181101013127,SPLASH PRODUCTS,E,C,2018-09-20T00:00:00Z,SP,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.09793239799995,44.97981624700003
1784,   PLK101086686,181101013238,CLASSIC ARROW,E,C,2018-09-24T00:00:00Z,P,Luxemburg Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.40955768599997,45.38015767300004
1785,   PLK101087296,181101013365,PRESCRIPTION LANDSCAPE,E,C,2018-09-24T00:00:00Z,U,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.12091815299999,44.97027577900002
1786,   EJK101087559,181101013366,CF INDUSTRIES,E,C,2018-09-26T00:00:00Z,AA,Rosemount, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.01087035799998,44.763216474000046
1787,   EJK101083656,181101012945,JUDSON TANK,E,C,2018-11-28T00:00:00Z,AA,South Bend Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.04990342399998,44.150582584000006
1788,   EJK101085075,181101013104,CRYSTAL VALLEY COOP,E,C,2018-10-03T00:00:00Z,F,Darfur, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.839675892,44.056189093
1789,   PLK101083518,181101012931,"PROECHEL, TODD",E,C,2018-10-04T00:00:00Z,AA,Otisco Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.46989206699999,43.97477833000005
1790,   PLK101085273,181101013359,CHS NEW HORIZON,E,C,2018-10-04T00:00:00Z,P,Chokio, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-96.17922835499996,45.57562845900003
1791,   PLK101083819,181101013346,"STEFFEL, GREG",E,C,2018-10-08T00:00:00Z,F,Osceola Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.86463399299998,44.82609842200003
1792,   EJK101088201,181101013415,CENTRAL FARM SERVICE,E,C,2018-10-23T00:00:00Z,AA,Berlin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.38154715599995,43.920626700000014
1793,   GCH101088248,181101013437,CENTRAL FARM SERVICE,E,C,2018-11-14T00:00:00Z,AA,Easton, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.89323125199996,43.76450862400003
1794,   SRR113000187,181101013157,ENGELSTAD,E,C,2018-10-29T00:00:00Z,F,Liberty Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.36836724399996,47.554411153000046
1795,   GCH101088278,181101013472,CENTRAL FARM SERVICE,E,C,2018-11-13T00:00:00Z,AA,Westfield Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.04389267599998,43.87147629400005
1796,   THR101088290,181101013473,FARMERS MILL,E,C,2018-12-06T00:00:00Z,AA,Eureka Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.17359437199997,44.55106142200003
1797,   EJK101088329,181101013470,FARMWARD COOP,E,C,2018-12-19T00:00:00Z,AA,Morgan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-94.98588274099995,44.404169889
1798,   PLK101080578,181101013092,CHS,E,C,2018-11-28T00:00:00Z,PF,Park Rapids, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.05612923199999,46.914101784000025
1799,   PLK101083907,181101012994,PRINSBURG COOP,E,C,2018-11-28T00:00:00Z,F,Willmar Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.10411467399996,45.08932196300003
1800,   PLK101087211,181101013292,OLSEM AERIAL,E,C,2018-12-05T00:00:00Z,P,Rose Hill Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,033,PHOTO,-95.37935213099996,43.950908528000014
1801,   GCH101087954,181101013375,COLD SPRING COOP,E,C,2018-12-05T00:00:00Z,F,Luxemburg Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.41484046299996,45.39877475100002
1802,   PLK101088336,181101013466,CENTRA SOTA,E,C,2019-02-11T00:00:00Z,P,Saint Martin, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.66408940399998,45.49975935500004
1803,   THR101085893,181101013505,"JOHNSON, CHAD",E,C,2018-12-04T00:00:00Z,P,Glyndon, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.58260249799997,46.87464316100005
1804,   GCH101087044,181101013524,FARMERS COOPERATIVE,E,C,2018-12-07T00:00:00Z,F,Echo Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.41978856999998,44.60934592900003
1805,        96-1049,7324,BURLINGTON NORTHERN RAILROAD,C,C,1997-08-22T00:00:00Z,U,Saint Louis Park,U,U,NA,0,N,N,0000007324,MDA Data Practices Records Mng,(651) 201-6698,053,MAP,-93.38339036599996,44.954370068
1806,        CF-2272,8726,"TOLLEFSON, DAVE",E,C,2009-09-09T00:00:00Z,P,Blue Mounds twp. HAND DUG WELL BY DAIRY BA,U,U,NA,0,N,N,0000008726,MDA Data Practices Records Mng,(651) 201-6698,121,MAP,-95.56644925399996,45.52630817100004
1807,        CF-3835,10147,CONTINENTAL NITROGEN,E,C,2004-11-29T00:00:00Z,AA,Rosemount,U,U,NA,0,N,N,0000010147,MDA Data Practices Records Mng,(651) 201-6698,037,MAP,-93.03227555399997,44.759719922000045
1808,        CF-4410,12900,AGRILIANCE,C,C,2003-07-22T00:00:00Z,P,Thompson Twp. 42,U,U,NA,0,N,N,0000012900,MDA Data Practices Records Mng,(651) 201-6698,069,G25,-96.83924877199996,48.80395367700004
1809,        CF-7353,13653,MINNEAPOLIS COMMUNITY GARDENS,E,C,2008-03-25T00:00:00Z,P,Minneapolis GARDEN 8,U,U,NA,0,N,N,0000013653,MDA Data Practices Records Mng,(651) 201-6698,053,MAP,-93.25010554699998,44.95839867900003
1810,        CF-7919,14240,CROOKSTON VALLEY COOP,E,C,2003-06-05T00:00:00Z,AA,Crookston,U,U,NA,NA,N,N,0000014240,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.58977199599997,47.75886834800002
1811,        CF-8033,14495,R CARLSON CO INC AGRI CHEMICALS,E,C,2005-09-29T00:00:00Z,P,Crookston,U,U,NA,0,N,N,0000014495,MDA Data Practices Records Mng,(651) 201-6698,119,MAP,-96.60981576199998,47.77436985600002
1812,        CF-8497,14842,FARMERS COOP OIL,E,C,2004-06-24T00:00:00Z,AA,Sioux Agency Twp.,U,U,NA,0,N,N,0000014842,MDA Data Practices Records Mng,(651) 201-6698,173,MAP,-95.43909742899996,44.69611771900003
1813,        CF-8560,14908,"KRAETSCH, PAUL",E,C,2005-01-07T00:00:00Z,F,Ripley Twp.,U,U,NA,0,N,N,0000014908,MDA Data Practices Records Mng,(651) 201-6698,039,MAP,-92.97976026199996,44.00900280100001
1814,        CF-8768,15120,CRYSTAL VALLEY COOP,E,C,2004-04-19T00:00:00Z,AA,Lake Crystal,U,U,NA,0,N,N,0000015120,MDA Data Practices Records Mng,(651) 201-6698,013,MAP,-94.22776775599999,44.10600971400004
1815,        CF-8934,15288,"ALLEN, GARY",E,C,2004-06-07T00:00:00Z,F,Eyota Twp. FIELD ACCESS,EX,LA,0.5,25,N,N,0000015288,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.24654872999997,44.02085421200002
1816,        CF-8995,15346,TRANSPORTATION MN DEPT OF,E,C,2004-06-08T00:00:00Z,U,Hudson Twp. REST STOP,EX,U,NA,NA,N,N,0000015346,MDA Data Practices Records Mng,(651) 201-6698,041,PHOTO,-95.34621082499996,45.83717612200002
1817,        CF-9087,15558,STANGLER SEED FARMS,E,C,2004-08-13T00:00:00Z,F,Kilkenny Twp.,EX,LA,0,NA,N,N,0000015558,MDA Data Practices Records Mng,(651) 201-6698,079,PHOTO,-93.573440802,44.30718329900003
1818,        CF-9281,15623,GREENFIELD AG SERVICES,E,C,2004-08-31T00:00:00Z,P,Canton Twp.,EX,LA,0,0.5,N,N,0000015623,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-91.96978106399996,43.57626300600003
1819,        CF-9409,15769,BIRD ISLAND SOIL SERVICE,E,C,2005-09-29T00:00:00Z,AA,Winfield Twp. DITCH,U,U,NA,NA,N,N,0000015769,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.11433530199997,44.83257035300005
1820,        CF-9415,15774,SKYWAY AGRI SERVICE INC,E,C,2005-03-17T00:00:00Z,F,Hawk Creek Twp.,P,N,0,0,N,N,0000015774,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.42120609699998,44.79967308000005
1821,        CF-9417,15799,CENEX HARVEST STATES COOPS,E,C,2005-03-17T00:00:00Z,AA,Carlisle Twp. NURSE TANK STORAGE,NC,N,0,0,N,N,0000015799,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-96.203379117,46.28763093800001
1822,        CF-9432,15802,CENEX HARVEST STATES/MID VALLEY GRA,E,C,2005-01-10T00:00:00Z,AA,Euclid Twp.,NC,N,0,0,N,N,0000015802,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.63904676699997,47.97449690600001
1823,   PLK101091087,181101014335,UNITED FARMERS COOP,E,C,2019-09-13T00:00:00Z,AA,Lafayette Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.477221579,44.445770269000036
1824,       CF-10017,16149,NOY FARMS INC,E,C,2006-06-29T00:00:00Z,P,Vernon Center Twp.,EX,LA,0.2,3.5,N,N,0000016149,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.173068817,44.021533358000056
1825,       CF-10029,16166,SCHLEUSNER KEN,E,C,2005-07-28T00:00:00Z,F,East Lake Lillian Twp.,U,U,0.2,NA,N,N,0000016166,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.818827811,44.97892014600001
1826,       CF-10122,16432,PROFESSIONAL LAKE MANAGEMENT,E,C,2005-07-28T00:00:00Z,P,Breezy Point,U,U,NA,NA,N,N,0000016432,MDA Data Practices Records Mng,(651) 201-6698,035,PHOTO,-94.165061734,46.629677082
1827,       CF-10126,16442,PROGRESSIVE AG CENTER,E,C,2005-09-29T00:00:00Z,AA,Saint Charles,NC,N,0,0,N,N,0000016442,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.06876945299996,43.968692218
1828,       CF-10170,16486,UPSALA COOP,E,C,2005-09-29T00:00:00Z,AA,Upsala,U,U,NA,NA,N,N,0000016486,MDA Data Practices Records Mng,(651) 201-6698,097,PHOTO,-94.57325898199997,45.80918272800005
1829,       CF-10200,16504,"ERICKSON, DWAYNE",E,C,2006-09-15T00:00:00Z,P,Minnesota Falls Twp. SW corner of Sec,U,U,NA,NA,N,N,0000016504,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.564739261,44.76055669300001
1830,       CF-10283,16590,METROPOLITAN MOSQUITO CONTROL,E,C,2005-08-15T00:00:00Z,P,Robbinsdale,P,LD,NA,NA,N,N,0000016590,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.33336297299996,45.01854799200004
1831,       CF-10354,16684,"FUTURE FOREST, INC.",E,C,2005-12-19T00:00:00Z,P,Holyoke Twp.,U,U,NA,NA,N,N,0000016684,MDA Data Practices Records Mng,(651) 201-6698,017,PHOTO,-92.334003188,46.46170837200003
1832,       CF-10437,16771,WATONWAN FARM SERVICE,E,C,2006-01-17T00:00:00Z,F,New Richland Twp.,U,U,NA,NA,N,N,0000016771,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.48715924599998,43.906289153000046
1833,       CF-10568,16903,UAP MIDWEST,E,C,2006-02-24T00:00:00Z,AA,Ripley Twp.,NC,N,0,0,N,N,0000016903,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.97712095999998,44.00996602500004
1834,       CF-10579,16912,ROSTAD FARMS,E,C,2006-03-06T00:00:00Z,AA,Cherry Grove Twp.,NC,N,0,0,N,N,0000016912,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-92.87191451899997,44.26108844100003
1835,       CF-10623,16957,"JEWISON, DENNIS",E,C,2006-02-16T00:00:00Z,P,Janesville Twp.,U,U,NA,NA,N,N,0000016957,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.68966685999999,44.16007774900004
1836,       CF-10683,17011,GREENWAY COOP SERVICE,E,C,2007-04-20T00:00:00Z,F,Claremont Twp. WITHIN FERT DIKE,P,LA,0,0,N,N,0000017011,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.00630352499996,44.04473051900004
